limit_bal,sex,education,marriage,age,pay_1,pay_2,bill_amt1,bill_amt2,pay_amt1,pay_amt2,default_payment_next_month,age_range,age_range_int,sum_pay,mean_bill,mean_pay_amt
180000,2,2.0,1.0,35,-1,-1,1264,176,176,1247,0,34-35,8,-8,2687.0,3191.0
260000,2,2.0,2.0,35,0,0,131211,132175,4001,4215,0,34-35,8,0,776710.0,22917.0
50000,2,2.0,1.0,43,0,0,17102,19805,3000,2000,1,41-43,14,4,121567.0,8000.0
150000,2,3.0,1.0,40,-1,-1,5916,5876,5876,5956,0,38-40,10,-6,34236.0,33816.0
190000,2,3.0,1.0,45,0,0,76433,78472,3300,3331,0,43-46,15,0,485124.0,18404.0
160000,2,2.0,2.0,42,-1,-1,13849,40862,40991,2252,0,41-43,14,-6,76868.0,63870.0
180000,2,2.0,1.0,37,0,0,107337,48433,2000,1771,0,35-37,13,0,347188.0,11214.0
130000,2,2.0,2.0,32,0,0,7469,8472,1138,1173,0,31-33,2,0,53996.0,4926.0
30000,2,2.0,1.0,47,0,0,27119,29243,2894,2559,0,46-49,16,8,177764.0,7853.0
100000,2,2.0,1.0,36,1,2,32196,31379,0,3000,1,35-37,13,9,202028.0,10500.0
20000,2,2.0,2.0,37,1,2,16174,15617,0,1285,1,35-37,13,5,102896.0,4674.0
100000,2,2.0,1.0,43,-1,-1,1597,2491,2491,1709,0,41-43,14,-6,9233.0,10198.0
20000,2,2.0,1.0,40,0,0,10470,10186,1145,1546,0,38-40,10,-2,41452.0,23925.0
20000,2,2.0,1.0,35,2,0,5890,7282,1500,2454,1,34-35,8,8,51828.0,5304.0
20000,2,3.0,2.0,48,0,0,17332,18600,1580,1367,0,46-49,16,0,111130.0,7579.0
50000,2,3.0,1.0,42,2,0,31422,32420,1521,1563,1,41-43,14,6,207872.0,10984.0
110000,2,2.0,1.0,38,2,2,41619,40650,0,1750,1,37-38,9,6,259627.0,10600.0
60000,2,2.0,1.0,48,0,0,50806,50980,2000,2100,1,46-49,16,0,239704.0,8100.0
50000,2,2.0,2.0,35,1,2,50421,41408,0,2180,0,34-35,8,-1,127758.0,2180.0
200000,2,1.0,2.0,40,2,2,185696,181236,0,8600,1,38-40,10,6,1122446.0,38074.0
360000,2,2.0,1.0,48,-2,-2,0,0,0,0,0,46-49,16,-12,0.0,0.0
110000,2,2.0,1.0,35,0,0,46640,47686,1600,1600,0,34-35,8,0,297745.0,11200.0
230000,2,2.0,1.0,46,-1,-1,207,4090,4999,2655,0,43-46,15,-2,39012.0,23548.0
180000,2,2.0,2.0,39,0,0,2875,0,0,2125,0,38-40,10,-6,5000.0,2125.0
180000,2,2.0,2.0,31,-2,-1,0,1152,1152,3338,0,30-31,1,-10,4490.0,4490.0
50000,2,2.0,2.0,42,0,0,48080,48062,1763,2112,0,41-43,14,0,243637.0,6642.0
570000,2,1.0,1.0,39,-2,-2,2394,3872,3882,3653,0,38-40,10,-12,27483.0,29379.0
30000,2,2.0,1.0,45,1,2,13440,13923,1000,3500,0,43-46,15,11,96640.0,7900.0
140000,2,2.0,1.0,46,-1,-1,264,1024,1024,528,0,43-46,15,-6,3104.0,3518.0
50000,2,2.0,1.0,44,0,0,3351,4368,1077,1100,1,43-46,15,0,32703.0,4000.0
50000,2,1.0,1.0,35,0,0,44487,47438,4000,0,1,34-35,8,6,283802.0,15700.0
120000,2,1.0,2.0,35,1,-2,0,0,0,234,1,34-35,8,-5,13492.0,13792.0
120000,2,1.0,2.0,35,-1,-1,2776,2549,2549,2558,1,34-35,8,-5,12685.0,10660.0
50000,2,2.0,2.0,45,-2,-2,330,330,330,4975,0,43-46,15,-12,11105.0,11133.0
180000,2,2.0,1.0,40,-1,-1,899,2879,2879,8750,0,38-40,10,-7,30219.0,32770.0
80000,2,3.0,1.0,42,0,0,71650,0,0,0,0,41-43,14,-8,71650.0,0.0
300000,2,1.0,1.0,43,-2,-2,-763,-754,1000,1000,0,41-43,14,-12,-4609.0,7700.0
80000,2,1.0,1.0,37,-1,-1,1330,0,0,0,0,35-37,13,-10,1330.0,0.0
70000,2,2.0,2.0,34,2,0,71332,71122,2744,3239,1,33-34,5,2,341875.0,12730.0
320000,2,2.0,1.0,40,0,0,96225,99606,5000,2704,0,38-40,10,0,935754.0,132209.0
500000,2,1.0,2.0,35,0,0,12590,13598,1225,1277,0,34-35,8,0,86431.0,5171.0
250000,2,1.0,2.0,35,-1,-1,4807,10446,10446,17911,0,34-35,8,-4,254839.0,132150.0
230000,2,2.0,1.0,46,0,0,8136,3590,1500,1000,0,43-46,15,-3,16090.0,5613.0
80000,2,3.0,1.0,45,0,0,35401,36399,1587,1877,0,43-46,15,0,226657.0,8789.0
170000,2,2.0,1.0,40,2,-1,193,3760,3760,0,1,38-40,10,0,23643.0,19950.0
110000,2,3.0,,31,0,0,89955,89989,7908,4000,0,30-31,1,0,480594.0,25908.0
240000,2,1.0,2.0,31,0,0,43601,-15,0,0,0,30-31,1,-7,44726.0,1200.0
150000,2,3.0,1.0,46,0,0,61510,62731,2240,2321,0,43-46,15,0,388992.0,15020.0
90000,2,3.0,1.0,37,0,0,91193,91078,7006,5026,0,35-37,13,0,433923.0,27908.0
100000,2,2.0,1.0,36,2,0,101483,101638,4500,5000,1,35-37,13,2,589327.0,35203.0
30000,2,2.0,1.0,42,2,2,30149,28117,0,2000,1,41-43,14,4,165909.0,12807.0
80000,2,2.0,1.0,40,2,0,80934,82150,3800,0,1,38-40,10,-4,163084.0,3800.0
260000,2,2.0,1.0,49,-1,-1,8046,2184,2184,15482,1,46-49,16,-3,49993.0,28791.0
200000,2,3.0,1.0,43,-1,-1,623,623,623,5477,0,41-43,14,-6,8742.0,8742.0
20000,2,3.0,1.0,39,2,3,15307,14769,0,1000,1,38-40,10,14,94652.0,5000.0
160000,2,1.0,2.0,31,-1,2,1494,696,2,1399,1,30-31,1,-3,7575.0,6190.0
70000,2,2.0,2.0,38,1,2,21047,22102,1700,1500,0,37-38,9,11,136047.0,7300.0
20000,2,2.0,1.0,43,0,0,6459,7470,1123,1145,0,41-43,14,0,64931.0,9468.0
200000,2,1.0,1.0,45,-1,-1,632,337,337,670,0,43-46,15,-8,1639.0,1458.0
440000,2,3.0,1.0,49,0,0,386288,367400,14453,12611,0,46-49,16,0,2056636.0,71650.0
20000,2,3.0,1.0,43,4,3,20461,19833,0,1700,0,41-43,14,11,119631.0,5100.0
110000,2,1.0,1.0,35,0,0,107905,101573,4000,5300,0,34-35,8,0,631480.0,25300.0
130000,2,3.0,1.0,44,0,0,122264,125756,3541,3497,0,43-46,15,0,635240.0,12520.0
50000,2,2.0,1.0,33,0,0,40738,43923,4200,2500,0,31-33,2,4,273024.0,14400.0
290000,2,1.0,1.0,35,-2,-2,0,0,0,0,1,34-35,8,-7,15581.0,8262.0
480000,2,2.0,1.0,38,-1,0,4658,10545,6000,3066,0,37-38,9,-2,157921.0,72047.0
310000,2,1.0,2.0,29,-2,-2,976,-7,0,0,0,28-29,3,-12,5474.0,4541.0
30000,2,2.0,1.0,30,0,0,24061,25156,1800,1500,1,29-30,4,2,159584.0,9801.0
500000,2,,1.0,39,1,-1,-397,227,2200,0,0,38-40,10,-6,-68.0,2450.0
80000,2,2.0,2.0,31,0,0,51160,54207,4500,0,0,30-31,1,4,333549.0,16000.0
100000,2,2.0,1.0,32,0,0,74136,72052,3200,3300,0,31-33,2,0,416438.0,16550.0
70000,2,3.0,1.0,37,0,0,74117,72168,2589,2511,0,35-37,13,0,390931.0,13120.0
210000,2,2.0,1.0,43,0,0,91152,92917,3348,3381,0,41-43,14,0,517377.0,18449.0
180000,2,3.0,1.0,43,-1,-1,780,0,0,780,0,41-43,14,-7,1950.0,1560.0
50000,2,2.0,1.0,43,0,0,51229,46954,2100,5896,0,41-43,14,2,299508.0,13984.0
60000,2,1.0,2.0,34,0,0,39505,43497,5000,7000,0,33-34,5,-1,204449.0,41749.0
50000,2,2.0,1.0,40,-1,-1,4860,8389,8389,22049,0,38-40,10,-6,56720.0,59816.0
70000,2,3.0,1.0,38,1,2,59020,57400,50,1379,0,37-38,9,3,180316.0,5929.0
50000,2,2.0,2.0,36,0,0,81793,84360,2682,5000,0,35-37,13,0,378392.0,14484.0
350000,2,1.0,1.0,42,-1,-1,360,360,360,360,0,41-43,14,-6,2460.0,2460.0
170000,2,2.0,1.0,45,0,0,156993,159482,8000,6500,0,43-46,15,0,903228.0,36500.0
180000,2,2.0,1.0,32,1,2,146549,150151,7641,3,0,31-33,2,7,718069.0,22328.0
220000,2,1.0,2.0,30,0,0,213525,141764,6439,2261,0,29-30,4,-1,819098.0,166792.0
80000,2,3.0,1.0,30,2,2,40654,41687,2000,2000,1,29-30,4,12,257149.0,11100.0
360000,2,2.0,1.0,33,0,0,30198,58332,30000,10043,0,31-33,2,0,353298.0,181064.0
500000,2,1.0,2.0,31,-1,-1,1779,644,644,1138,0,30-31,1,-6,5737.0,7071.0
410000,2,1.0,2.0,31,0,0,309531,313646,11270,15325,0,30-31,1,0,1487089.0,150413.0
80000,2,1.0,1.0,32,-1,3,4927,4693,0,0,1,31-33,2,3,24146.0,4844.0
180000,2,1.0,2.0,33,2,2,118656,125175,10000,5200,1,31-33,2,12,757549.0,32700.0
280000,2,1.0,2.0,31,-1,-1,410,3977,3977,1726,0,30-31,1,-6,20886.0,21209.0
20000,2,1.0,2.0,31,-1,-1,416,416,416,416,0,30-31,1,-6,2080.0,2912.0
30000,2,2.0,2.0,31,3,2,29078,28312,0,1900,1,30-31,1,11,171822.0,7711.0
200000,2,1.0,1.0,31,-1,-1,1203,0,0,0,0,30-31,1,-8,6235.0,5032.0
180000,2,1.0,2.0,32,-1,-1,10831,17816,7201,1000,1,31-33,2,2,85292.0,8304.0
140000,2,1.0,2.0,33,2,0,130104,131356,4900,7005,0,31-33,2,2,778009.0,33667.0
130000,2,2.0,2.0,29,0,0,86584,88345,4100,8600,0,28-29,3,2,551173.0,26900.0
20000,2,2.0,1.0,30,0,0,3366,0,0,0,0,29-30,4,-5,7576.0,2105.0
120000,2,1.0,2.0,29,-1,2,632,316,0,316,1,28-29,3,-2,2528.0,2046.0
50000,2,2.0,2.0,30,0,0,35758,36664,3000,3000,0,29-30,4,0,118259.0,11000.0
310000,2,2.0,1.0,30,-1,0,13768,17520,4000,4000,0,29-30,4,-1,186650.0,61092.0
420000,2,1.0,2.0,30,0,0,46209,26552,1543,2005,0,29-30,4,0,115341.0,11788.0
60000,2,2.0,2.0,30,0,0,10809,11160,3160,2604,0,29-30,4,0,56793.0,19117.0
140000,2,1.0,1.0,30,1,-2,0,0,0,0,0,29-30,4,-9,0.0,0.0
80000,2,2.0,2.0,30,2,2,56761,58920,3700,3000,1,29-30,4,16,369834.0,16800.0
220000,2,2.0,1.0,31,0,0,79226,78693,3900,3500,0,30-31,1,0,470582.0,27100.0
360000,2,2.0,1.0,33,0,0,11596,11775,1058,0,0,31-33,2,-6,23371.0,1058.0
290000,2,1.0,2.0,29,0,0,10370,5681,1400,1507,0,28-29,3,0,41301.0,9567.0
260000,2,1.0,2.0,30,1,2,96549,94114,0,5000,0,29-30,4,3,578331.0,28000.0
170000,2,1.0,2.0,29,0,0,24717,26659,3000,3000,0,28-29,3,0,167781.0,14977.0
200000,2,1.0,2.0,34,-2,-2,0,0,0,0,1,33-34,5,-12,0.0,0.0
140000,2,2.0,1.0,35,0,0,127794,120770,4317,4189,0,34-35,8,0,692144.0,25841.0
170000,2,2.0,2.0,39,0,0,161277,162706,5856,7424,0,38-40,10,0,729754.0,24273.0
220000,2,1.0,1.0,45,0,0,142389,143557,6200,7300,0,43-46,15,0,863141.0,36210.0
230000,2,1.0,1.0,44,-1,-1,756,0,0,0,1,43-46,15,-5,39212.0,16150.0
360000,2,3.0,2.0,38,-1,-1,1638,3060,3060,0,0,37-38,9,-7,4760.0,5886.0
340000,2,1.0,1.0,36,0,0,242518,247338,8849,9300,0,35-37,13,0,1529068.0,56244.0
360000,2,1.0,1.0,37,-2,-2,0,0,0,0,1,35-37,13,-12,0.0,0.0
90000,2,3.0,2.0,42,0,0,91240,92795,4895,4806,0,41-43,14,0,422859.0,18968.0
130000,2,2.0,1.0,47,2,2,123896,120452,0,12200,1,46-49,16,12,765201.0,26202.0
80000,2,2.0,1.0,41,-1,-1,390,390,390,780,1,40-41,12,-7,2340.0,3340.0
400000,2,1.0,1.0,41,0,-1,104083,8,8,1274,0,40-41,12,-3,166876.0,25488.0
240000,2,2.0,2.0,43,0,0,225159,216829,20000,27662,0,41-43,14,-4,542992.0,158691.0
10000,2,2.0,1.0,46,1,2,7660,8689,1306,0,1,43-46,15,11,53409.0,5041.0
240000,2,1.0,1.0,41,-1,-1,3087,10839,10839,10000,0,40-41,12,-2,64447.0,34339.0
130000,2,1.0,1.0,40,-1,-1,989,989,991,991,0,38-40,10,-6,5648.0,5660.0
20000,2,3.0,1.0,44,0,0,20313,20111,3030,0,0,43-46,15,6,107999.0,16136.0
80000,2,2.0,1.0,40,0,0,37123,38317,2072,1651,0,38-40,10,0,162471.0,7510.0
250000,2,2.0,1.0,39,0,0,210262,58752,10073,10011,0,38-40,10,-2,334351.0,51084.0
30000,2,2.0,1.0,44,1,4,28864,30108,2000,0,0,43-46,15,16,174448.0,5700.0
280000,2,2.0,1.0,42,0,-1,255527,256675,273844,13000,0,41-43,14,-1,1336504.0,319710.0
290000,2,2.0,1.0,49,-2,-2,-236,-236,0,12000,0,46-49,16,-3,35520.0,12000.0
500000,2,3.0,2.0,46,-1,0,24239,36674,15000,1558,0,43-46,15,-3,808938.0,347410.0
80000,2,2.0,1.0,40,1,2,63340,53262,6,2006,0,38-40,10,5,246833.0,10130.0
120000,2,2.0,1.0,47,0,0,97989,101458,5100,5500,0,46-49,16,0,562329.0,25551.0
80000,2,2.0,1.0,48,0,0,49526,48304,1740,1800,0,46-49,16,0,207105.0,8505.0
210000,2,2.0,2.0,41,0,0,227271,211597,9000,4000,0,40-41,12,0,696699.0,24018.0
100000,2,2.0,2.0,30,2,2,96604,94153,0,10000,1,29-30,4,8,598484.0,21816.0
210000,2,1.0,1.0,41,1,-2,-28,-28,0,3358,0,40-41,12,-6,3574.0,3658.0
500000,2,2.0,1.0,44,0,0,193136,186610,6610,6480,0,43-46,15,0,1059550.0,36360.0
230000,2,1.0,1.0,39,0,0,63370,64621,2305,2515,0,38-40,10,0,389732.0,14070.0
110000,2,2.0,1.0,40,0,0,23303,23978,1511,1772,0,38-40,10,0,131472.0,6845.0
210000,2,1.0,1.0,46,0,0,112901,110089,4910,3939,0,43-46,15,0,644229.0,23429.0
320000,2,2.0,2.0,35,-1,0,61687,59130,3500,3300,0,34-35,8,-1,301534.0,22800.0
140000,2,2.0,2.0,37,0,0,143118,140955,6400,1876,0,35-37,13,-4,293073.0,119405.0
40000,2,1.0,1.0,48,0,0,38549,37924,2000,1700,0,46-49,16,0,233370.0,11700.0
280000,2,1.0,1.0,35,2,-1,47,97767,99007,5000,0,34-35,8,1,441605.0,116963.0
220000,2,1.0,1.0,47,0,0,210753,188270,6426,7160,0,46-49,16,0,842457.0,200640.0
250000,2,2.0,1.0,37,0,0,59023,102006,45000,2012,0,35-37,13,-1,295972.0,142311.0
70000,2,1.0,2.0,34,0,0,36467,40505,5000,5000,0,33-34,5,0,208034.0,14792.0
70000,2,1.0,1.0,35,0,0,59795,60684,2479,10128,0,34-35,8,0,296022.0,41132.0
300000,2,1.0,1.0,47,-1,-1,514,2392,2392,148,1,46-49,16,-6,3350.0,3583.0
50000,2,3.0,1.0,40,0,0,117191,48729,2325,2525,0,38-40,10,-1,274131.0,39467.0
70000,2,1.0,2.0,36,0,0,79640,75021,3000,2893,0,35-37,13,0,395177.0,22299.0
50000,2,3.0,1.0,35,0,0,49930,48261,2300,3000,0,34-35,8,0,253693.0,12507.0
250000,2,2.0,1.0,35,2,0,92966,37341,1641,2205,1,34-35,8,2,275368.0,9846.0
120000,2,2.0,1.0,34,0,0,119287,116995,4400,4137,0,33-34,5,0,701463.0,26357.0
70000,2,1.0,1.0,35,2,2,51143,53185,3500,3300,1,34-35,8,12,329376.0,16800.0
440000,2,1.0,1.0,40,0,0,416044,424528,16500,17500,0,38-40,10,0,2487719.0,93500.0
280000,2,1.0,1.0,41,0,0,96590,99755,5000,3000,0,40-41,12,0,490882.0,19707.0
360000,2,1.0,1.0,42,0,0,174857,179851,10000,10005,0,41-43,14,0,1127200.0,85224.0
150000,2,1.0,1.0,43,-2,-2,885,-123,123,0,0,41-43,14,-8,1125.0,732.0
300000,2,3.0,2.0,44,-2,-2,0,0,0,0,1,43-46,15,-12,0.0,0.0
20000,2,2.0,1.0,42,1,2,8395,8114,0,2479,0,41-43,14,7,57501.0,3988.0
380000,2,2.0,1.0,38,0,0,12538,6666,1000,0,0,37-38,9,-6,19204.0,1000.0
340000,2,2.0,1.0,44,0,0,240851,171731,8297,4951,0,43-46,15,-1,788625.0,224204.0
210000,2,2.0,2.0,41,0,0,165425,169174,8000,6500,0,40-41,12,0,1047879.0,44500.0
60000,2,2.0,1.0,41,2,0,56483,55643,2203,4687,1,40-41,12,4,289789.0,11901.0
130000,2,1.0,1.0,46,0,0,15393,16624,1593,3000,0,43-46,15,-1,80212.0,12702.0
340000,2,1.0,1.0,43,0,0,15928,18338,3000,2000,0,41-43,14,0,115232.0,16723.0
170000,2,2.0,1.0,49,-1,0,12769,13557,3557,8245,0,46-49,16,-1,92629.0,33146.0
360000,2,2.0,1.0,43,-1,-1,9011,4045,4045,0,0,41-43,14,0,21721.0,13360.0
60000,2,2.0,1.0,35,2,2,3167,5601,2500,0,0,34-35,8,12,35327.0,5500.0
360000,2,1.0,1.0,37,-1,-1,5625,367,368,1734,0,35-37,13,-7,7982.0,352500.0
280000,2,2.0,1.0,41,0,0,9551,12848,5000,5000,0,40-41,12,0,117095.0,36000.0
240000,2,1.0,1.0,34,-1,-1,2799,855,855,3,0,33-34,5,-3,8255.0,4607.0
120000,2,1.0,2.0,34,-1,-1,17067,0,0,0,0,33-34,5,-3,40580.0,14161.0
90000,2,1.0,2.0,33,0,0,92725,94908,8500,0,0,31-33,2,2,513341.0,21186.0
100000,2,1.0,1.0,34,0,0,101620,101747,4000,3838,0,33-34,5,0,603685.0,22439.0
410000,2,1.0,1.0,34,1,-2,0,0,0,0,0,33-34,5,-9,0.0,3996.0
190000,2,1.0,1.0,43,2,0,191869,193660,7305,6099,0,41-43,14,2,877988.0,35397.0
220000,2,1.0,1.0,36,0,0,184765,190691,9000,20000,0,35-37,13,2,1041988.0,48000.0
90000,2,2.0,2.0,44,2,2,15089,17023,2500,2000,1,43-46,15,12,109461.0,8200.0
120000,2,1.0,2.0,30,0,0,170263,157881,5520,5700,0,29-30,4,0,964123.0,34057.0
10000,2,3.0,2.0,50,3,2,600,600,0,0,1,49-53,17,13,5050.0,1450.0
500000,2,1.0,1.0,50,0,0,378981,372392,20002,16023,0,49-53,17,0,2062767.0,89046.0
120000,2,2.0,1.0,51,-1,-1,4777,60332,62462,2299,0,49-53,17,-2,282589.0,160718.0
120000,2,2.0,1.0,50,0,0,38261,58084,23000,0,0,49-53,17,2,184763.0,63076.0
220000,2,1.0,1.0,51,-1,-1,2262,2255,2276,8117,1,49-53,17,-1,15996.0,14162.0
240000,2,2.0,1.0,50,-1,-1,978,193,193,386,0,49-53,17,-1,2715.0,1501.0
150000,2,1.0,2.0,36,1,-1,0,990,990,0,0,35-37,13,-5,1224.0,1224.0
500000,2,1.0,1.0,50,-1,-1,21794,12574,12610,12694,0,49-53,17,-6,71277.0,64741.0
150000,2,1.0,1.0,50,-1,-1,6350,0,0,0,0,49-53,17,-10,6350.0,0.0
60000,2,2.0,1.0,49,0,0,58928,59446,2500,2300,0,46-49,16,0,270693.0,10943.0
30000,2,3.0,1.0,50,2,2,29468,29688,1000,159,1,49-53,17,7,140007.0,54279.0
320000,2,2.0,1.0,53,0,0,319711,33589,3000,3000,0,49-53,17,0,523257.0,31900.0
470000,2,1.0,1.0,61,-2,-2,228,5215,5241,3176,0,53-79,18,-12,29850.0,31199.0
440000,2,1.0,2.0,51,0,-1,26106,8999,8999,0,0,49-53,17,-5,57415.0,20911.0
50000,2,2.0,1.0,51,0,0,44664,48028,4110,0,0,49-53,17,9,290806.0,11710.0
220000,2,2.0,1.0,51,0,0,36022,12838,3010,3040,0,49-53,17,-2,52721.0,7050.0
360000,2,1.0,1.0,54,1,-2,0,0,0,0,0,53-79,18,-5,12101.0,9521.0
90000,2,3.0,1.0,58,-2,-2,5563,0,0,0,0,53-79,18,-12,5563.0,5156.0
50000,2,3.0,2.0,60,2,2,46554,50774,5000,0,1,53-79,18,6,204204.0,9515.0
50000,2,2.0,1.0,56,0,0,50586,46993,2000,2000,0,53-79,18,0,203984.0,9259.0
290000,2,3.0,1.0,58,1,2,68445,66757,0,12000,0,53-79,18,7,448501.0,23000.0
350000,2,2.0,1.0,50,0,0,263390,267494,10532,9219,1,49-53,17,0,1351926.0,56570.0
110000,2,3.0,1.0,52,1,2,23969,11137,0,6000,0,49-53,17,5,91034.0,17200.0
40000,2,2.0,1.0,53,0,0,4621,6527,2150,1500,1,49-53,17,4,41888.0,4643.0
50000,2,3.0,1.0,59,1,-2,-639,-639,0,900,1,53-79,18,-9,-3078.0,2700.0
110000,2,1.0,1.0,55,-1,2,632,316,0,0,0,53-79,18,1,2528.0,1580.0
360000,2,3.0,1.0,70,-1,-1,1960,732,800,3,0,53-79,18,-2,3397.0,803.0
200000,2,3.0,2.0,63,-1,3,632,632,0,0,1,53-79,18,1,2528.0,1264.0
140000,2,2.0,2.0,53,0,0,8068,9446,1535,5004,0,49-53,17,0,66810.0,13184.0
80000,2,2.0,2.0,61,1,-2,0,0,0,0,1,53-79,18,-9,0.0,0.0
260000,2,2.0,1.0,56,0,0,2338,0,0,0,0,53-79,18,-5,3454.0,2058.0
340000,2,1.0,1.0,56,-1,-1,5610,5399,5399,12353,1,53-79,18,-4,37447.0,26371.0
30000,2,2.0,1.0,58,1,2,11223,10746,0,2993,1,53-79,18,11,76070.0,4693.0
30000,2,3.0,1.0,54,2,2,22147,24770,3000,2000,0,53-79,18,15,157282.0,9500.0
440000,2,3.0,1.0,50,0,0,250825,167091,10043,8608,0,49-53,17,0,756600.0,110795.0
10000,2,3.0,1.0,52,-1,2,2465,3475,1200,1100,0,49-53,17,9,23393.0,3300.0
230000,2,2.0,1.0,55,0,0,7302,4561,2001,2001,0,53-79,18,0,53362.0,27090.0
50000,2,3.0,1.0,61,-1,-1,2020,0,0,0,0,53-79,18,-10,2020.0,202.0
150000,2,2.0,,54,0,0,138765,135287,4772,6427,0,53-79,18,0,851933.0,29224.0
330000,2,3.0,1.0,55,0,0,21333,25915,5000,5200,0,53-79,18,0,132115.0,29500.0
370000,2,3.0,2.0,50,-1,0,48303,129317,124174,2000,0,49-53,17,-7,178984.0,128637.0
130000,2,3.0,2.0,53,0,0,101156,100184,3615,4700,0,49-53,17,0,569404.0,21718.0
10000,2,3.0,1.0,51,3,2,2400,2400,0,0,1,49-53,17,28,14400.0,0.0
360000,2,2.0,1.0,54,0,0,277688,271867,10450,10414,0,53-79,18,0,1609018.0,59775.0
20000,2,3.0,1.0,61,1,-2,0,0,0,0,1,53-79,18,-9,0.0,0.0
180000,2,3.0,2.0,52,0,0,173065,171015,5902,7693,0,49-53,17,0,940797.0,33909.0
80000,2,3.0,1.0,62,0,0,36088,37257,2100,2100,0,53-79,18,0,201029.0,10700.0
50000,2,2.0,1.0,55,2,0,41696,41768,1674,2079,1,53-79,18,2,187769.0,14677.0
150000,2,1.0,2.0,64,1,2,157231,153171,3,6103,0,53-79,18,3,680726.0,32406.0
30000,2,3.0,1.0,56,1,3,25158,24466,0,300,0,53-79,18,12,151646.0,4900.0
50000,2,3.0,1.0,52,0,0,5976,6405,2000,2000,0,49-53,17,-1,26218.0,5794.0
20000,2,2.0,,56,0,0,17977,19194,3000,1000,0,53-79,18,-2,55556.0,6500.0
130000,2,3.0,2.0,55,0,0,116336,121544,10063,20000,0,53-79,18,0,678380.0,60072.0
320000,2,3.0,2.0,53,0,0,188373,281060,276698,11020,0,49-53,17,0,1361741.0,338204.0
300000,2,3.0,1.0,62,-2,-2,0,0,0,0,0,53-79,18,-12,0.0,0.0
330000,2,1.0,1.0,53,0,0,304922,292517,14000,7507,0,49-53,17,0,1275656.0,45678.0
50000,2,2.0,2.0,53,0,0,51320,50602,1952,1979,0,49-53,17,0,251749.0,8681.0
70000,2,3.0,2.0,60,0,0,10083,11091,1184,1210,0,53-79,18,0,73515.0,5155.0
70000,2,3.0,,58,0,0,70012,67714,2418,2500,0,53-79,18,0,415753.0,15407.0
100000,2,3.0,1.0,58,0,0,96821,98389,3589,3656,0,53-79,18,0,544748.0,19353.0
110000,2,2.0,1.0,54,2,2,95090,94938,3400,0,1,53-79,18,8,563860.0,17190.0
100000,2,2.0,1.0,58,2,2,86654,87851,3500,0,1,53-79,18,6,512706.0,16639.0
160000,2,3.0,1.0,53,1,-2,0,0,0,3613,0,49-53,17,0,6335.0,3613.0
70000,2,3.0,2.0,55,0,0,4664,5680,1100,1123,0,53-79,18,0,39566.0,4503.0
60000,2,2.0,1.0,59,4,4,54506,56998,4000,3601,0,53-79,18,24,345181.0,9601.0
80000,2,2.0,1.0,61,0,0,74156,73878,3000,2506,0,53-79,18,0,358606.0,16514.0
100000,2,3.0,1.0,60,-1,-1,2178,4944,7300,0,0,53-79,18,1,18500.0,14068.0
230000,2,1.0,1.0,66,1,-2,0,0,0,0,1,53-79,18,-9,0.0,142.0
60000,2,3.0,,64,0,0,15463,14046,1410,218,0,53-79,18,-2,63529.0,24566.0
160000,2,2.0,1.0,58,-1,-1,1443,1443,1443,1443,0,53-79,18,-6,8658.0,8658.0
30000,2,2.0,1.0,55,0,0,13532,14647,1647,1525,1,53-79,18,-4,43704.0,3172.0
310000,2,1.0,1.0,62,2,2,327289,323125,12500,2100,0,53-79,18,12,1865653.0,57757.0
60000,1,2.0,1.0,46,0,0,57487,59228,2706,3004,0,43-46,15,0,274517.0,10075.0
50000,1,2.0,1.0,64,2,3,28433,27682,0,1459,0,53-79,18,9,170376.0,4736.0
140000,1,3.0,1.0,58,2,0,98985,98702,4520,4034,0,53-79,18,2,569750.0,27840.0
20000,1,2.0,2.0,27,-1,2,780,390,0,390,0,26-27,11,-3,2340.0,1170.0
10000,1,2.0,2.0,38,1,-2,-58,-58,0,0,0,37-38,9,-4,24184.0,9630.0
80000,1,2.0,2.0,29,-1,0,10278,5991,1085,1000,0,28-29,3,-2,249379.0,85662.0
50000,1,3.0,2.0,24,0,0,40751,30786,1627,3053,0,23-25,19,0,139595.0,8635.0
160000,2,2.0,1.0,51,2,0,65312,67610,4000,4000,1,49-53,17,4,434765.0,26000.0
500000,2,1.0,2.0,51,1,-2,0,0,0,0,0,49-53,17,-9,0.0,0.0
470000,2,2.0,1.0,54,1,2,358581,351295,0,13033,0,53-79,18,3,2191420.0,70514.0
210000,2,1.0,1.0,54,-1,-1,1494,6545,6555,11800,0,53-79,18,-6,29576.0,28188.0
50000,1,3.0,2.0,23,-1,-1,1789,4249,2500,0,1,21-23,20,-2,15351.0,4000.0
30000,1,1.0,2.0,24,2,0,29015,27080,1400,1800,1,23-25,19,2,154592.0,8800.0
50000,1,1.0,2.0,23,0,0,18666,15554,2000,2000,0,21-23,20,0,73961.0,9000.0
80000,1,1.0,2.0,24,0,0,77225,75429,3649,2502,0,23-25,19,0,376275.0,13766.0
30000,1,2.0,1.0,23,2,2,27172,28224,1800,1800,1,21-23,20,12,173959.0,7000.0
80000,1,,2.0,24,0,0,52991,50195,2121,2358,0,23-25,19,0,190895.0,9102.0
150000,1,1.0,2.0,28,-2,-2,5797,434,436,11086,0,27-28,7,-12,33914.0,31473.0
